shipping_id,order_id,shipping_date,shipping_address,shipping_method
4774,11975,2024-11-28,Address_4774,Standard
4775,15523,2024-01-20,Address_4775,Standard
4776,2157,2024-06-23,Address_4776,Express
4777,9571,2024-03-03,Address_4777,Standard
4778,16072,2024-12-26,Address_4778,Standard
4779,14006,2024-03-02,Address_4779,Standard
4780,523,2024-06-02,Address_4780,Standard
4781,17356,2024-05-09,Address_4781,Standard
4782,16612,2024-10-17,Address_4782,Express
4783,7534,2024-05-14,Address_4783,Standard
4784,14944,2024-09-14,Address_4784,Standard
4785,6990,2024-01-05,Address_4785,Express
4786,10723,2024-08-24,Address_4786,Standard
4787,12919,2024-07-14,Address_4787,Express
4788,2268,2024-08-03,Address_4788,Express
4789,1412,2024-03-19,Address_4789,Express
4790,13778,2024-09-15,Address_4790,Standard
4791,10619,2024-09-20,Address_4791,Standard
4792,4554,2024-02-02,Address_4792,Standard
4793,16135,2024-06-21,Address_4793,Standard
4794,12480,2024-04-01,Address_4794,Express
4795,15255,2024-05-22,Address_4795,Express
4796,12543,2024-05-04,Address_4796,Express
4797,14368,2024-05-17,Address_4797,Express
4798,9874,2024-04-18,Address_4798,Standard
4799,2216,2024-07-12,Address_4799,Standard
4800,14922,2024-03-08,Address_4800,Standard
4801,5274,2024-08-02,Address_4801,Standard
4802,16183,2024-11-05,Address_4802,Standard
4803,1700,2024-12-28,Address_4803,Express
4804,1366,2024-07-26,Address_4804,Standard
4805,14530,2024-07-18,Address_4805,Express
4806,1828,2024-06-29,Address_4806,Express
4807,3306,2024-09-17,Address_4807,Express
4808,15010,2024-04-06,Address_4808,Standard
4809,9629,2024-02-09,Address_4809,Standard
4810,10288,2024-02-15,Address_4810,Standard
4811,2653,2024-09-22,Address_4811,Standard
4812,9060,2024-10-22,Address_4812,Express
4813,1713,2024-01-06,Address_4813,Express
4814,14900,2024-05-11,Address_4814,Standard
4815,5655,2024-05-16,Address_4815,Express
4816,7036,2024-01-19,Address_4816,Express
4817,13503,2024-05-06,Address_4817,Standard
4818,5404,2024-01-09,Address_4818,Standard
4819,12022,2024-04-20,Address_4819,Express
4820,2267,2024-10-17,Address_4820,Standard
4821,14279,2024-07-19,Address_4821,Express
4822,5549,2024-03-07,Address_4822,Standard
4823,9597,2024-10-19,Address_4823,Standard
4824,315,2024-09-23,Address_4824,Standard
4825,6954,2024-06-24,Address_4825,Standard
4826,12728,2024-11-11,Address_4826,Express
4827,11223,2024-08-11,Address_4827,Standard
4828,9462,2024-06-22,Address_4828,Standard
4829,1812,2024-11-20,Address_4829,Express
4830,250,2024-11-13,Address_4830,Express
4831,15274,2024-06-20,Address_4831,Express
4832,11745,2024-09-29,Address_4832,Standard
4833,6649,2024-11-27,Address_4833,Express
4834,9994,2024-09-08,Address_4834,Standard
4835,2176,2024-09-08,Address_4835,Express
4836,13759,2024-05-20,Address_4836,Standard
4837,13540,2024-11-10,Address_4837,Express
4838,4141,2024-01-03,Address_4838,Standard
4839,7154,2024-03-20,Address_4839,Standard
4840,4688,2024-08-29,Address_4840,Standard
4841,6201,2024-01-03,Address_4841,Express
4842,15293,2024-01-12,Address_4842,Express
4843,6267,2024-06-29,Address_4843,Express
4844,15281,2024-02-17,Address_4844,Express
4845,13060,2024-02-24,Address_4845,Express
4846,13959,2024-02-16,Address_4846,Express
4847,14209,2024-08-26,Address_4847,Standard
4848,2419,2024-06-22,Address_4848,Express
4849,9961,2024-11-28,Address_4849,Standard
4850,16048,2024-07-18,Address_4850,Standard
4851,10072,2024-04-26,Address_4851,Express
4852,2774,2024-11-28,Address_4852,Express
4853,5936,2024-11-16,Address_4853,Express
4854,9011,2024-11-28,Address_4854,Express
4855,15637,2024-06-14,Address_4855,Standard
4856,12763,2024-01-01,Address_4856,Express
4857,2607,2024-03-14,Address_4857,Express
4858,12381,2024-01-25,Address_4858,Express
4859,8593,2024-01-25,Address_4859,Express
4860,533,2024-11-15,Address_4860,Standard
4861,8761,2024-08-02,Address_4861,Standard
4862,5462,2024-10-09,Address_4862,Express
4863,7258,2024-03-02,Address_4863,Standard
4864,15832,2024-09-11,Address_4864,Standard
4865,12141,2024-05-30,Address_4865,Express
4866,1646,2024-08-22,Address_4866,Express
4867,15343,2024-06-20,Address_4867,Express
4868,11866,2024-08-24,Address_4868,Express
4869,16080,2024-11-10,Address_4869,Standard
4870,8236,2024-12-19,Address_4870,Standard
4871,17074,2024-05-07,Address_4871,Standard
4872,12447,2024-09-12,Address_4872,Standard
4873,3337,2024-08-14,Address_4873,Standard
4874,14217,2024-05-27,Address_4874,Standard
4875,1062,2024-02-05,Address_4875,Standard
4876,13702,2024-12-27,Address_4876,Standard
4877,365,2024-12-10,Address_4877,Express
4878,17248,2024-09-14,Address_4878,Express
4879,9357,2024-10-16,Address_4879,Express
4880,4152,2024-07-02,Address_4880,Standard
4881,8994,2024-08-02,Address_4881,Express
4882,5021,2024-08-04,Address_4882,Express
4883,3537,2024-03-30,Address_4883,Standard
4884,14689,2024-03-26,Address_4884,Standard
4885,14857,2024-11-09,Address_4885,Express
4886,11441,2024-05-30,Address_4886,Standard
4887,2289,2024-02-03,Address_4887,Express
4888,14419,2024-04-07,Address_4888,Express
4889,2009,2024-07-17,Address_4889,Express
4890,6989,2024-07-09,Address_4890,Express
4891,17507,2024-07-26,Address_4891,Express
4892,5935,2024-07-17,Address_4892,Express
4893,9189,2024-11-04,Address_4893,Express
4894,15621,2024-06-02,Address_4894,Standard
4895,6472,2024-11-07,Address_4895,Standard
4896,6395,2024-04-13,Address_4896,Standard
4897,10084,2024-04-03,Address_4897,Express
4898,4372,2024-02-14,Address_4898,Express
4899,8511,2024-05-17,Address_4899,Express
4900,6716,2024-02-11,Address_4900,Express
4901,163,2024-11-05,Address_4901,Express
4902,9238,2024-01-22,Address_4902,Express
4903,2887,2024-06-19,Address_4903,Express
4904,4736,2024-09-02,Address_4904,Standard
4905,15601,2024-08-06,Address_4905,Standard
4906,4994,2024-03-14,Address_4906,Standard
4907,11752,2024-12-04,Address_4907,Express
4908,322,2024-09-23,Address_4908,Standard
4909,14582,2024-10-17,Address_4909,Express
4910,3303,2024-07-12,Address_4910,Express
4911,795,2024-07-21,Address_4911,Express
4912,4916,2024-05-01,Address_4912,Standard
4913,9382,2024-08-20,Address_4913,Express
4914,9297,2024-02-09,Address_4914,Standard
4915,12879,2024-06-24,Address_4915,Express
4916,13202,2024-11-09,Address_4916,Express
4917,12848,2024-04-09,Address_4917,Express
4918,9677,2024-02-28,Address_4918,Standard
4919,185,2024-01-08,Address_4919,Standard
4920,17221,2024-04-20,Address_4920,Standard
4921,7462,2024-10-21,Address_4921,Express
4922,17020,2024-01-14,Address_4922,Express
4923,6389,2024-02-09,Address_4923,Express
4924,16616,2024-03-18,Address_4924,Standard
4925,8369,2024-04-14,Address_4925,Standard
4926,384,2024-12-10,Address_4926,Standard
4927,13743,2024-10-30,Address_4927,Express
4928,10416,2024-07-24,Address_4928,Express
4929,7757,2024-02-05,Address_4929,Standard
4930,4137,2024-10-21,Address_4930,Standard
4931,919,2024-12-18,Address_4931,Standard
4932,2999,2024-07-24,Address_4932,Express
4933,14120,2024-05-06,Address_4933,Standard
4934,3559,2024-08-21,Address_4934,Standard
4935,5276,2024-06-17,Address_4935,Standard
4936,1561,2024-04-14,Address_4936,Express
4937,13926,2024-01-10,Address_4937,Express
4938,2423,2024-01-11,Address_4938,Standard
4939,17239,2024-11-09,Address_4939,Standard
4940,2867,2024-11-14,Address_4940,Standard
4941,12481,2024-05-21,Address_4941,Standard
4942,7164,2024-10-14,Address_4942,Standard
4943,1008,2024-07-23,Address_4943,Standard
4944,7306,2024-10-28,Address_4944,Express
4945,8925,2024-06-26,Address_4945,Express
4946,9833,2024-08-03,Address_4946,Express
4947,3017,2024-04-14,Address_4947,Express
4948,1258,2024-09-17,Address_4948,Standard
4949,10151,2024-10-10,Address_4949,Express
4950,156,2024-01-09,Address_4950,Standard
4951,15299,2024-08-14,Address_4951,Standard
4952,4497,2024-04-24,Address_4952,Standard
4953,1832,2024-10-20,Address_4953,Standard
4954,9685,2024-06-06,Address_4954,Express
4955,2690,2024-08-14,Address_4955,Express
4956,11890,2024-04-06,Address_4956,Express
4957,9044,2024-03-22,Address_4957,Express
4958,6127,2024-04-07,Address_4958,Express
4959,15266,2024-02-28,Address_4959,Standard
4960,7284,2024-08-27,Address_4960,Standard
4961,7303,2024-02-28,Address_4961,Express
4962,5940,2024-02-17,Address_4962,Standard
4963,6961,2024-06-06,Address_4963,Express
4964,11930,2024-05-13,Address_4964,Express
4965,16120,2024-07-03,Address_4965,Express
4966,10652,2024-12-02,Address_4966,Express
4967,12676,2024-07-21,Address_4967,Standard
4968,9906,2024-01-26,Address_4968,Express
4969,17085,2024-12-25,Address_4969,Standard
4970,6205,2024-12-28,Address_4970,Express
4971,929,2024-09-04,Address_4971,Standard
4972,590,2024-09-13,Address_4972,Express
4973,14686,2024-09-23,Address_4973,Express
4974,6733,2024-01-07,Address_4974,Standard
4975,5969,2024-10-09,Address_4975,Express
4976,13974,2024-01-14,Address_4976,Express
4977,11541,2024-09-26,Address_4977,Express
4978,1028,2024-05-12,Address_4978,Standard
4979,7108,2024-02-05,Address_4979,Express
4980,14290,2024-08-01,Address_4980,Standard
4981,15128,2024-11-22,Address_4981,Standard
4982,8903,2024-02-15,Address_4982,Express
4983,7699,2024-11-19,Address_4983,Standard
4984,3196,2024-08-18,Address_4984,Standard
4985,12778,2024-11-14,Address_4985,Standard
4986,2852,2024-06-10,Address_4986,Standard
4987,1544,2024-09-10,Address_4987,Express
4988,2997,2024-02-08,Address_4988,Express
4989,12632,2024-12-25,Address_4989,Express
4990,3826,2024-01-08,Address_4990,Standard
4991,9317,2024-07-13,Address_4991,Standard
4992,4463,2024-09-18,Address_4992,Express
4993,1283,2024-07-13,Address_4993,Standard
4994,12428,2024-08-26,Address_4994,Standard
4995,1035,2024-04-13,Address_4995,Express
4996,4189,2024-09-23,Address_4996,Express
4997,5676,2024-08-28,Address_4997,Standard
4998,5700,2024-05-13,Address_4998,Standard
4999,205,2024-09-23,Address_4999,Express
5000,14174,2024-06-05,Address_5000,Standard
5001,201,2024-11-04,Address_5001,Standard
5002,6003,2024-05-11,Address_5002,Standard
5003,4546,2024-04-26,Address_5003,Standard
5004,3562,2024-05-31,Address_5004,Express
5005,15827,2024-12-30,Address_5005,Express
5006,6890,2024-02-20,Address_5006,Standard
5007,4647,2024-08-27,Address_5007,Express
5008,13380,2024-06-29,Address_5008,Express
5009,5840,2024-08-13,Address_5009,Standard
5010,14401,2024-06-07,Address_5010,Express
5011,10518,2024-09-01,Address_5011,Express
5012,17209,2024-07-21,Address_5012,Standard
5013,13136,2024-01-06,Address_5013,Standard
5014,9843,2024-12-11,Address_5014,Express
5015,15706,2024-09-19,Address_5015,Standard
5016,7153,2024-03-05,Address_5016,Standard
5017,372,2024-09-17,Address_5017,Express
5018,755,2024-04-24,Address_5018,Standard
5019,17169,2024-09-16,Address_5019,Express
5020,8632,2024-08-03,Address_5020,Standard
5021,10534,2024-02-24,Address_5021,Express
5022,12684,2024-09-15,Address_5022,Standard
5023,13620,2024-02-21,Address_5023,Express
5024,10051,2024-03-04,Address_5024,Standard
5025,6895,2024-03-12,Address_5025,Standard
5026,4065,2024-12-22,Address_5026,Express
5027,513,2024-02-27,Address_5027,Standard
5028,16232,2024-04-22,Address_5028,Express
5029,3666,2024-07-15,Address_5029,Standard
5030,5711,2024-11-15,Address_5030,Express
5031,1204,2024-09-14,Address_5031,Standard
5032,62,2024-11-23,Address_5032,Standard
5033,16813,2024-04-05,Address_5033,Express
5034,14136,2024-12-02,Address_5034,Standard
5035,14397,2024-08-28,Address_5035,Express
5036,5398,2024-12-04,Address_5036,Express
5037,4385,2024-07-26,Address_5037,Standard
5038,3983,2024-11-29,Address_5038,Express
5039,2812,2024-07-15,Address_5039,Standard
5040,8544,2024-05-10,Address_5040,Express
5041,5099,2024-11-05,Address_5041,Standard
5042,13884,2024-06-23,Address_5042,Standard
5043,15127,2024-10-17,Address_5043,Express
5044,13521,2024-04-24,Address_5044,Express
5045,4571,2024-02-23,Address_5045,Standard
5046,13275,2024-01-05,Address_5046,Express
5047,5811,2024-12-13,Address_5047,Standard
5048,16478,2024-12-06,Address_5048,Express
5049,10619,2024-11-26,Address_5049,Standard
5050,15854,2024-11-20,Address_5050,Standard
5051,10196,2024-06-11,Address_5051,Express
5052,14199,2024-11-24,Address_5052,Express
5053,2108,2024-11-23,Address_5053,Express
5054,14059,2024-03-10,Address_5054,Standard
5055,10665,2024-03-11,Address_5055,Express
5056,3032,2024-09-04,Address_5056,Express
5057,3721,2024-01-04,Address_5057,Standard
5058,5852,2024-08-20,Address_5058,Standard
5059,3465,2024-01-28,Address_5059,Standard
5060,6465,2024-07-08,Address_5060,Standard
5061,13809,2024-03-03,Address_5061,Standard
5062,6208,2024-07-17,Address_5062,Express
5063,16025,2024-11-22,Address_5063,Express
5064,10454,2024-09-02,Address_5064,Standard
5065,15186,2024-11-24,Address_5065,Express
5066,17117,2024-11-03,Address_5066,Express
5067,4640,2024-08-20,Address_5067,Express
5068,686,2024-09-16,Address_5068,Standard
5069,6632,2024-11-14,Address_5069,Express
5070,9539,2024-09-11,Address_5070,Standard
5071,3671,2024-03-27,Address_5071,Express
5072,8816,2024-04-11,Address_5072,Express
5073,15740,2024-06-22,Address_5073,Standard
5074,11991,2024-12-09,Address_5074,Standard
5075,3294,2024-03-16,Address_5075,Standard
5076,11026,2024-08-01,Address_5076,Express
5077,12937,2024-05-15,Address_5077,Express
5078,8580,2024-02-22,Address_5078,Express
5079,11062,2024-08-21,Address_5079,Standard
5080,13108,2024-11-12,Address_5080,Express
5081,14399,2024-02-26,Address_5081,Express
5082,16143,2024-09-11,Address_5082,Standard
5083,11267,2024-11-21,Address_5083,Standard
5084,11510,2024-03-23,Address_5084,Standard
5085,4685,2024-11-02,Address_5085,Express
5086,1334,2024-10-22,Address_5086,Express
5087,11255,2024-04-03,Address_5087,Standard
5088,3509,2024-02-26,Address_5088,Express
5089,6853,2024-03-08,Address_5089,Standard
5090,13618,2024-12-14,Address_5090,Express
5091,10196,2024-02-18,Address_5091,Express
5092,21,2024-05-09,Address_5092,Express
5093,9452,2024-10-31,Address_5093,Standard
5094,5779,2024-04-08,Address_5094,Express
5095,5023,2024-12-07,Address_5095,Standard
5096,11628,2024-04-16,Address_5096,Standard
5097,8693,2024-03-01,Address_5097,Standard
5098,7753,2024-04-19,Address_5098,Standard
5099,1042,2024-07-11,Address_5099,Standard
5100,8850,2024-09-29,Address_5100,Express
5101,11411,2024-04-07,Address_5101,Standard
5102,1931,2024-09-24,Address_5102,Express
5103,5832,2024-06-05,Address_5103,Express
5104,8845,2024-06-28,Address_5104,Express
5105,1913,2024-07-18,Address_5105,Standard
5106,2380,2024-03-10,Address_5106,Express
5107,11246,2024-02-14,Address_5107,Standard
5108,12427,2024-04-18,Address_5108,Express
5109,5256,2024-11-11,Address_5109,Express
5110,16928,2024-02-14,Address_5110,Express
5111,17631,2024-04-29,Address_5111,Express
5112,798,2024-05-14,Address_5112,Express
5113,809,2024-08-16,Address_5113,Standard
5114,3644,2024-05-01,Address_5114,Standard
5115,2642,2024-02-19,Address_5115,Standard
5116,17135,2024-05-16,Address_5116,Standard
5117,11277,2024-01-19,Address_5117,Express
5118,1852,2024-08-19,Address_5118,Express
5119,11132,2024-07-28,Address_5119,Express
5120,14373,2024-12-16,Address_5120,Standard
5121,13640,2024-09-05,Address_5121,Express
5122,13872,2024-09-09,Address_5122,Standard
5123,16961,2024-07-14,Address_5123,Standard
5124,16432,2024-05-09,Address_5124,Standard
5125,11735,2024-12-05,Address_5125,Express
5126,15319,2024-06-09,Address_5126,Express
5127,8934,2024-12-14,Address_5127,Standard
5128,14018,2024-08-01,Address_5128,Standard
5129,15613,2024-01-09,Address_5129,Standard
5130,5182,2024-08-08,Address_5130,Standard
5131,8313,2024-05-28,Address_5131,Standard
5132,5822,2024-06-11,Address_5132,Express
5133,17442,2024-10-21,Address_5133,Express
5134,4536,2024-05-12,Address_5134,Express
5135,15886,2024-06-25,Address_5135,Express
5136,441,2024-04-14,Address_5136,Express
5137,1554,2024-01-10,Address_5137,Standard
5138,13977,2024-07-30,Address_5138,Standard
5139,9338,2024-12-30,Address_5139,Standard
5140,11051,2024-02-04,Address_5140,Standard
5141,10627,2024-05-01,Address_5141,Standard
5142,16167,2024-06-21,Address_5142,Standard
5143,10808,2024-11-03,Address_5143,Express
5144,3778,2024-03-12,Address_5144,Express
5145,6759,2024-07-27,Address_5145,Standard
5146,1149,2024-04-12,Address_5146,Standard
5147,11510,2024-08-06,Address_5147,Standard
5148,2765,2024-02-27,Address_5148,Express
5149,15243,2024-10-24,Address_5149,Express
5150,563,2024-07-28,Address_5150,Standard
5151,2965,2024-04-24,Address_5151,Standard
5152,11102,2024-01-31,Address_5152,Express
5153,599,2024-04-26,Address_5153,Express
5154,6639,2024-09-20,Address_5154,Standard
5155,4657,2024-07-22,Address_5155,Standard
5156,16303,2024-05-01,Address_5156,Express
5157,4636,2024-07-21,Address_5157,Standard
5158,10450,2024-11-21,Address_5158,Express
5159,7386,2024-02-02,Address_5159,Express
5160,2109,2024-04-28,Address_5160,Standard
5161,10276,2024-10-28,Address_5161,Standard
5162,10037,2024-11-06,Address_5162,Standard
5163,13976,2024-08-05,Address_5163,Express
5164,1096,2024-08-13,Address_5164,Standard
5165,10310,2024-11-19,Address_5165,Standard
5166,5970,2024-08-24,Address_5166,Standard
5167,15697,2024-07-19,Address_5167,Express
5168,15993,2024-02-15,Address_5168,Standard
5169,3237,2024-03-18,Address_5169,Express
5170,6426,2024-06-14,Address_5170,Standard
5171,13092,2024-07-31,Address_5171,Express
5172,17614,2024-10-02,Address_5172,Standard
5173,2581,2024-08-24,Address_5173,Express
5174,13504,2024-12-15,Address_5174,Express
5175,5817,2024-01-18,Address_5175,Express
5176,10367,2024-07-25,Address_5176,Standard
5177,9993,2024-11-03,Address_5177,Express
5178,13354,2024-05-26,Address_5178,Express
5179,15882,2024-10-16,Address_5179,Express
5180,15359,2024-06-20,Address_5180,Standard
5181,11926,2024-04-26,Address_5181,Standard
5182,13462,2024-08-29,Address_5182,Express
5183,14502,2024-11-25,Address_5183,Standard
5184,2536,2024-02-25,Address_5184,Express
5185,6566,2024-06-13,Address_5185,Express
5186,12326,2024-07-27,Address_5186,Express
5187,3275,2024-02-05,Address_5187,Standard
5188,8560,2024-03-26,Address_5188,Express
5189,2120,2024-11-24,Address_5189,Standard
5190,16,2024-02-01,Address_5190,Standard
5191,8122,2024-05-24,Address_5191,Standard
5192,7887,2024-07-28,Address_5192,Express
5193,14751,2024-05-05,Address_5193,Express
5194,15719,2024-09-05,Address_5194,Express
5195,9196,2024-10-21,Address_5195,Express
5196,13366,2024-02-12,Address_5196,Express
5197,12807,2024-07-05,Address_5197,Express
5198,8152,2024-06-15,Address_5198,Standard
5199,4762,2024-08-04,Address_5199,Standard
5200,17322,2024-08-31,Address_5200,Standard
5201,11492,2024-06-15,Address_5201,Express
5202,1070,2024-04-02,Address_5202,Standard
5203,5496,2024-03-29,Address_5203,Standard
5204,8056,2024-02-13,Address_5204,Express
5205,14824,2024-03-01,Address_5205,Express
5206,11195,2024-12-25,Address_5206,Express
5207,1180,2024-02-14,Address_5207,Express
5208,11742,2024-02-15,Address_5208,Express
5209,4012,2024-06-26,Address_5209,Standard
5210,9305,2024-11-26,Address_5210,Standard
5211,12815,2024-10-16,Address_5211,Standard
5212,12023,2024-11-22,Address_5212,Express
5213,13693,2024-11-14,Address_5213,Express
5214,14313,2024-03-11,Address_5214,Express
5215,12535,2024-04-07,Address_5215,Express
5216,15252,2024-04-02,Address_5216,Standard
5217,16315,2024-05-23,Address_5217,Standard
5218,5907,2024-11-25,Address_5218,Standard
5219,11960,2024-04-21,Address_5219,Express
5220,9352,2024-11-08,Address_5220,Express
5221,11514,2024-09-14,Address_5221,Standard
5222,11079,2024-08-18,Address_5222,Express
5223,1587,2024-10-18,Address_5223,Express
5224,4049,2024-08-01,Address_5224,Standard
5225,7799,2024-06-01,Address_5225,Standard
5226,6620,2024-04-30,Address_5226,Standard
5227,17038,2024-03-21,Address_5227,Express
5228,17403,2024-11-12,Address_5228,Standard
5229,17272,2024-08-27,Address_5229,Standard
5230,1126,2024-03-30,Address_5230,Express
5231,6117,2024-03-08,Address_5231,Express
5232,13119,2024-07-09,Address_5232,Standard
5233,1653,2024-01-17,Address_5233,Express
5234,13630,2024-03-15,Address_5234,Express
5235,8503,2024-07-29,Address_5235,Standard
5236,6699,2024-11-17,Address_5236,Express
5237,4111,2024-05-21,Address_5237,Express
5238,2040,2024-08-05,Address_5238,Express
5239,16242,2024-02-10,Address_5239,Standard
5240,1291,2024-05-18,Address_5240,Express
5241,16472,2024-08-24,Address_5241,Standard
5242,784,2024-07-16,Address_5242,Standard
5243,8636,2024-06-04,Address_5243,Standard
5244,8298,2024-10-01,Address_5244,Express
5245,12290,2024-12-16,Address_5245,Express
5246,10536,2024-09-01,Address_5246,Express
5247,5952,2024-10-19,Address_5247,Standard
5248,3383,2024-07-24,Address_5248,Express
5249,3420,2024-02-03,Address_5249,Express
5250,12515,2024-04-24,Address_5250,Express
5251,5619,2024-05-03,Address_5251,Standard
5252,397,2024-12-19,Address_5252,Standard
5253,10882,2024-04-25,Address_5253,Standard
5254,1039,2024-06-22,Address_5254,Express
5255,1839,2024-12-13,Address_5255,Standard
5256,7501,2024-04-15,Address_5256,Standard
5257,8994,2024-07-31,Address_5257,Express
5258,3991,2024-06-14,Address_5258,Express
5259,10842,2024-08-20,Address_5259,Express
5260,12531,2024-08-25,Address_5260,Express
5261,7379,2024-11-13,Address_5261,Express
5262,15134,2024-06-29,Address_5262,Standard
5263,13238,2024-07-30,Address_5263,Standard
5264,8538,2024-07-19,Address_5264,Standard
5265,15180,2024-02-10,Address_5265,Express
5266,1553,2024-12-24,Address_5266,Standard
5267,17212,2024-06-15,Address_5267,Express
5268,11932,2024-02-01,Address_5268,Express
5269,15654,2024-05-28,Address_5269,Standard
5270,4461,2024-04-25,Address_5270,Express
5271,5010,2024-09-20,Address_5271,Standard
5272,13530,2024-02-28,Address_5272,Express
5273,8649,2024-09-12,Address_5273,Express
5274,15745,2024-03-04,Address_5274,Express
5275,7307,2024-11-18,Address_5275,Standard
5276,1881,2024-06-16,Address_5276,Express
5277,5116,2024-03-03,Address_5277,Express
5278,3632,2024-06-26,Address_5278,Express
5279,15877,2024-08-22,Address_5279,Standard
5280,8486,2024-05-22,Address_5280,Standard
5281,13384,2024-11-25,Address_5281,Express
5282,858,2024-03-07,Address_5282,Standard
5283,13504,2024-06-05,Address_5283,Express
5284,2670,2024-01-14,Address_5284,Express
5285,6500,2024-04-25,Address_5285,Standard
5286,14922,2024-12-05,Address_5286,Standard
5287,2875,2024-11-19,Address_5287,Standard
5288,2313,2024-11-03,Address_5288,Standard
5289,3807,2024-02-04,Address_5289,Express
5290,2790,2024-10-16,Address_5290,Express
5291,12104,2024-04-16,Address_5291,Express
5292,11195,2024-10-23,Address_5292,Standard
5293,6035,2024-04-02,Address_5293,Express
5294,9712,2024-06-04,Address_5294,Standard
5295,4978,2024-10-11,Address_5295,Standard
5296,11732,2024-07-16,Address_5296,Standard
5297,1927,2024-09-10,Address_5297,Standard
5298,15692,2024-02-28,Address_5298,Standard
5299,8301,2024-03-02,Address_5299,Standard
5300,241,2024-10-14,Address_5300,Standard
5301,15805,2024-08-08,Address_5301,Standard
5302,13028,2024-06-02,Address_5302,Standard
5303,979,2024-05-02,Address_5303,Standard
5304,11403,2024-01-07,Address_5304,Standard
5305,6078,2024-01-08,Address_5305,Standard
5306,11741,2024-08-12,Address_5306,Standard
5307,4880,2024-12-05,Address_5307,Standard
5308,11393,2024-08-07,Address_5308,Express
5309,16223,2024-03-29,Address_5309,Standard
5310,5201,2024-01-04,Address_5310,Standard
5311,1478,2024-05-21,Address_5311,Standard
5312,5617,2024-07-09,Address_5312,Express
5313,5031,2024-01-12,Address_5313,Standard
5314,4273,2024-05-24,Address_5314,Standard
5315,11841,2024-10-30,Address_5315,Express
5316,10689,2024-07-16,Address_5316,Express
5317,1231,2024-12-11,Address_5317,Express
5318,9599,2024-01-09,Address_5318,Express
5319,10204,2024-09-23,Address_5319,Express
5320,9237,2024-02-26,Address_5320,Express
5321,2292,2024-03-14,Address_5321,Standard
5322,5509,2024-07-18,Address_5322,Express
5323,12404,2024-11-14,Address_5323,Express
5324,10822,2024-01-15,Address_5324,Standard
5325,414,2024-04-09,Address_5325,Express
5326,5285,2024-06-09,Address_5326,Standard
5327,17548,2024-12-03,Address_5327,Express
5328,17091,2024-10-11,Address_5328,Standard
5329,6592,2024-11-16,Address_5329,Express
5330,2727,2024-01-03,Address_5330,Express
5331,5945,2024-10-07,Address_5331,Standard
5332,10989,2024-03-31,Address_5332,Express
5333,9480,2024-11-29,Address_5333,Express
5334,10104,2024-11-04,Address_5334,Express
5335,4731,2024-12-11,Address_5335,Standard
5336,8938,2024-07-24,Address_5336,Standard
5337,6722,2024-11-05,Address_5337,Express
5338,3947,2024-05-12,Address_5338,Standard
5339,2174,2024-01-30,Address_5339,Standard
5340,2003,2024-04-30,Address_5340,Express
5341,2727,2024-11-25,Address_5341,Express
5342,8089,2024-05-30,Address_5342,Standard
5343,905,2024-05-29,Address_5343,Standard
5344,5417,2024-05-11,Address_5344,Standard
5345,7506,2024-03-13,Address_5345,Express
5346,11636,2024-03-28,Address_5346,Express
5347,6949,2024-07-14,Address_5347,Express
5348,6436,2024-12-18,Address_5348,Standard
5349,611,2024-04-06,Address_5349,Express
5350,3266,2024-04-25,Address_5350,Standard
5351,15060,2024-11-16,Address_5351,Standard
5352,1342,2024-08-14,Address_5352,Standard
5353,11431,2024-07-07,Address_5353,Express
5354,5149,2024-11-12,Address_5354,Express
5355,10856,2024-09-24,Address_5355,Express
5356,11312,2024-09-15,Address_5356,Standard
5357,5206,2024-10-17,Address_5357,Express
5358,12182,2024-01-18,Address_5358,Express
5359,13256,2024-03-30,Address_5359,Express
5360,5672,2024-03-23,Address_5360,Express
5361,13673,2024-08-26,Address_5361,Express
5362,9212,2024-04-21,Address_5362,Standard
5363,14352,2024-05-09,Address_5363,Standard
5364,7057,2024-01-10,Address_5364,Express
5365,2758,2024-02-13,Address_5365,Standard
5366,904,2024-01-10,Address_5366,Express
5367,3740,2024-10-23,Address_5367,Standard
5368,3274,2024-09-15,Address_5368,Express
5369,8531,2024-08-07,Address_5369,Express
5370,12304,2024-04-17,Address_5370,Standard
5371,14707,2024-01-03,Address_5371,Express
5372,9144,2024-09-23,Address_5372,Standard
5373,3787,2024-12-24,Address_5373,Express
5374,1841,2024-08-20,Address_5374,Standard
5375,13669,2024-09-01,Address_5375,Standard
5376,13061,2024-03-20,Address_5376,Express
5377,1902,2024-08-25,Address_5377,Express
5378,14330,2024-09-06,Address_5378,Standard
5379,5573,2024-11-29,Address_5379,Express
5380,14976,2024-12-21,Address_5380,Express
5381,14924,2024-12-18,Address_5381,Standard
5382,6536,2024-08-21,Address_5382,Express
5383,17416,2024-09-03,Address_5383,Standard
5384,16965,2024-08-13,Address_5384,Express
5385,15054,2024-03-02,Address_5385,Express
5386,340,2024-04-09,Address_5386,Standard
5387,10875,2024-10-20,Address_5387,Express
5388,263,2024-03-31,Address_5388,Express
5389,1480,2024-02-02,Address_5389,Standard
5390,9137,2024-10-14,Address_5390,Standard
5391,16509,2024-05-23,Address_5391,Express
5392,17564,2024-01-31,Address_5392,Standard
5393,17105,2024-09-24,Address_5393,Express
5394,15262,2024-01-14,Address_5394,Express
5395,13999,2024-03-29,Address_5395,Express
